"CP1","CM1","Año","Municipio1","Tipo_Cambio","CP2","CM2","Municipio2","Observaciones"
"12","119","1992","Torre d'En Besora (La)","nombre nuevo de","12","119","Torre Embesora",""
"12","120","2008","Torre d'en Doménec (La)","nombre nuevo de","12","120","Torre Endoménech",""
"12","122","1985","Useras/Useres (Les)","nombre nuevo de","12","122","Useras",""
"12","126","1989","Vall d'Uixó (La)","nombre nuevo de","12","126","Vall de Uxó",""
"12","128","1992","Vilafamés","nombre nuevo de","12","128","Villafamés",""
"12","128","1990","Villafamés","se le segrega","12","902","San Juan de Moró",""
"12","129","2004","Villafranca del Cid/Vilafranca","nombre nuevo de","12","129","Villafranca del Cid",""
"12","132","1988","Vilanova d'Alcolea","nombre nuevo de","12","132","Villanueva de Alcolea",""
"12","134","1992","Vilar de Canes","nombre nuevo de","12","134","Villar de Canes",""
"12","135","2006","Vila-real","nombre nuevo de","12","135","Villarreal/Vila-real",""
"12","135","1985","Villarreal/Vila-real","se le segrega","12","901","Alquerías del Niño Perdido",""
"12","135","1983","Villarreal/Vila-real","nombre nuevo de","12","135","Villarreal de los Infantes",""
"12","136","2001","Vilavella (La)","nombre nuevo de","12","136","Villavieja",""
"12","138","1981","Vinaròs","nombre nuevo de","12","138","Vinaroz",""
"12","901","1985","Alquerías del Niño Perdido","segregado de","12","135","Villarreal/Vila-real",""
"12","902","1996","Sant Joan de Moró","nombre nuevo de","12","902","San Juan de Moró",""
"12","902","1990","San Juan de Moró","segregado de","12","128","Villafamés",""
"13","019","1990","Argamasilla de Alba","se le segrega","13","902","Ruidera",""
"13","028","1999","Campo de Criptana","se le segrega","13","903","Arenales de San Gregorio",""
"13","040","2001","Fernán Caballero","nombre nuevo de","13","040","Fernancaballero",""
"13","053","1999","Manzanares","se le segrega","13","904","Llanos del Caudillo",""
"13","065","1985","Porzuna","se le segrega","13","901","Robledo (El)",""
"13","901","1985","Robledo (El)","segregado de","13","065","Porzuna",""
"13","902","1990","Ruidera","segregado de","13","019","Argamasilla de Alba",""
"13","903","1999","Arenales de San Gregorio","segregado de","13","028","Campo de Criptana",""
"13","904","1999","Llanos del Caudillo","segregado de","13","053","Manzanares",""
"14","002","1991","Aguilar de la Frontera","nombre nuevo de","14","002","Aguilar",""
"15","005","1984","Arteixo","nombre nuevo de","15","005","Arteijo",""
"15","007","1984","Baña (A)","nombre nuevo de","15","007","Baña (La)",""
"15","012","1984","Boqueixón","nombre nuevo de","15","012","Boqueijón",""
"15","014","1996","Cabana de Bergantiños","nombre nuevo de","15","014","Cabana",""
"15","015","1984","Cabanas","nombre nuevo de","15","015","Cabañas",""
"15","018","1985","Capela (A)","nombre nuevo de","15","018","Capela",""
"15","030","1985","Coruña (A)","nombre nuevo de","15","030","Coruña (La)",""
"15","036","1985","Ferrol","nombre nuevo de","15","036","Ferrol del Caudillo (El)",""
"15","037","1985","Fisterra","nombre nuevo de","15","037","Finisterre",""
"15","039","1985","Irixoa","nombre nuevo de","15","039","Irijoa",""
"15","040","1985","Laxe","nombre nuevo de","15","040","Lage",""
"15","041","2000","Laracha (A)","nombre nuevo de","15","041","Laracha",""
"15","046","1984","Melide","nombre nuevo de","15","046","Mellid",""
"15","052","1985","Muxía","nombre nuevo de","15","052","Mugía",""
"15","057","1985","Noia","nombre nuevo de","15","057","Noya",""
"15","059","1985","Ordes","nombre nuevo de","15","059","Ordenes",""
"15","061","1988","Ortigueira","se le segrega","15","901","Cariño",""
"15","063","1985","Oza dos Ríos","nombre nuevo de","15","063","Oza de los Ríos",""
"15","066","1985","Pino (O)","nombre nuevo de","15","066","Pino (El)",""
"15","067","1994","Pobra do Caramiñal (A)","nombre nuevo de","15","067","Puebla del Caramiñal",""
"15","068","1982","Ponteceso","nombre nuevo de","15","068","Puente-Ceso",""
"15","069","1984","Pontedeume","nombre nuevo de","15","069","Puentedeume",""
"15","070","1984","Pontes de García Rodríguez (As)","nombre nuevo de","15","070","Puentes de García Rodríguez",""
"15","071","1984","Porto do Son","nombre nuevo de","15","071","Puerto del Son",""
"15","072","1984","Rianxo","nombre nuevo de","15","072","Rianjo",""
"15","076","1984","San Sadurniño","nombre nuevo de","15","076","San Saturnino",""
"15","078","1985","Santiago de Compostela","nombre nuevo de","15","078","Santiago",""
"15","081","1995","Somozas (As)","nombre nuevo de","15","081","Somozas",""
"15","084","1985","Tordoia","nombre nuevo de","15","084","Tordoya",""
"15","088","1985","Val do Dubra","nombre nuevo de","15","088","Valle del Dubra",""
"15","091","1985","Vilarmaior","nombre nuevo de","15","091","Villarmayor",""
"15","901","1988","Cariño","segregado de","15","061","Ortigueira",""
"16","008","1975","Alcalá de la Vega","se le agrega","16","077","Cubillo (El)",""
"16","017","1983","Almodóvar del Pinar","creado por división de","16","907","Almodóvar de Monte-Rey",""
"16","017","1974","Almodóvar del Pinar","fusionado en","16","907","Almodóvar de Monte-Rey",""
"16","019","1974","Altarejos","se le agrega","16","164","Poveda de la Obispalía",""
"16","021","1973","Arcas","fusionado en","16","905","Arcas del Villar",""
"16","023","1990","Chillarón de Cuenca","nombre nuevo de","16","023","Archilla de Cuenca",""
"16","028","1972","Barbalimpia","es agregado a","16","263","Villar de Olalla",""
"16","035","1974","Beteta","se le agrega","16","235","Valtablado de Beteta",""
"16","035","1973","Beteta","se le agrega","16","207","Tobar (El)",""
"16","037","1972","Bonilla","es agregado a","16","112","Huete",""
"16","047","1991","Cañada Juncosa","nombre nuevo de","16","047","Cañadajuncosa",""
"16","054","1972","Caracenilla","es agregado a","16","112","Huete",""
"16","059","1971","Carrascosa del Campo","fusionado en","16","901","Campos del Paraíso",""
"16","069","1972","Castillejo del Romeral","es agregado a","16","112","Huete",""
"16","075","1976","Collados","fusionado en","16","909","Sotorribas",""
"16","076","1977","Cólliga","es agregado a","16","078","Cuenca",""
"16","077","1975","Cubillo (El)","es agregado a","16","008","Alcalá de la Vega",""
"16","078","1977","Cuenca","se le agrega","16","076","Cólliga",""
"16","078","1977","Cuenca","se le agrega","16","252","Villanueva de los Escuderos",""
"16","078","1975","Cuenca","se le agrega","16","220","Valdecabras",""
"16","078","1973","Cuenca","se le agrega","16","208","Tondos",""
"16","080","1976","Cuevas de Velasco","fusionado en","16","910","Villar y Velasco",""
"16","081","1983","Chumillas","creado por división de","16","907","Almodóvar de Monte-Rey",""
"16","081","1974","Chumillas","fusionado en","16","907","Almodóvar de Monte-Rey",""
"16","090","1972","Fuentesclaras del Chillarón","fusionado en","16","904","Fuentenava de Jábaga",""
"16","105","1974","Horcajada de la Torre","es agregado a","16","211","Torrejoncillo del Rey",""
"16","112","1975","Huete","se le agrega","16","226","Valdemoro del Rey",""
"16","112","1973","Huete","se le agrega","16","184","Saceda del Río",""
"16","112","1972","Huete","se le agrega","16","037","Bonilla",""
"16","112","1972","Huete","se le agrega","16","054","Caracenilla",""
"16","112","1972","Huete","se le agrega","16","069","Castillejo del Romeral",""
"16","112","1972","Huete","se le agrega","16","127","Moncalvillo de Huete",""
"16","112","1972","Huete","se le agrega","16","241","Verdelpino de Huete",""
"16","114","1972","Jábaga","fusionado en","16","904","Fuentenava de Jábaga",""
"16","120","1971","Loranca del Campo","fusionado en","16","901","Campos del Paraíso",""
"16","127","1972","Moncalvillo de Huete","es agregado a","16","112","Huete",""
"16","131","1983","Monteagudo de las Salinas","creado por división de","16","907","Almodóvar de Monte-Rey",""
"16","131","1974","Monteagudo de las Salinas","fusionado en","16","907","Almodóvar de Monte-Rey",""
"16","136","1971","Naharros","fusionado en","16","999","Villas de Naharros",""
"16","138","1972","Navalón","fusionado en","16","904","Fuentenava de Jábaga",""
"16","141","1983","Olmeda del Rey","creado por división de","16","907","Almodóvar de Monte-Rey",""
"16","141","1974","Olmeda del Rey","fusionado en","16","907","Almodóvar de Monte-Rey",""
"16","144","1971","Olmedilla del Campo","fusionado en","16","901","Campos del Paraíso",""
"16","162","1991","Portalrubio de Guadamejud","nombre nuevo de","16","162","Portalrubio de Guadamajud",""
"16","164","1974","Poveda de la Obispalía","es agregado a","16","019","Altarejos",""
"16","168","1975","Pozoseco","fusionado en","16","908","Pozorrubielos de la Mancha",""
"16","173","2010","Valle de Altomira (El)","nombre nuevo de","16","173","Puebla de Don Francisco",""
"16","178","1976","Ribagorda","fusionado en","16","909","Sotorribas",""
"16","179","1976","Ribatajada","fusionado en","16","909","Sotorribas",""
"16","180","1976","Ribatajadilla","fusionado en","16","909","Sotorribas",""
"16","182","1975","Rubielos Altos","fusionado en","16","908","Pozorrubielos de la Mancha",""
"16","183","1975","Rubielos Bajos","fusionado en","16","908","Pozorrubielos de la Mancha",""
"16","184","1973","Saceda del Río","es agregado a","16","112","Huete",""
"16","199","1983","Solera de Gabaldón","creado por división de","16","907","Almodóvar de Monte-Rey",""
"16","199","1974","Solera de Gabaldón","fusionado en","16","907","Almodóvar de Monte-Rey",""
"16","200","1973","Sotoca","es agregado a","16","904","Fuentenava de Jábaga",""
"16","201","1976","Sotos","fusionado en","16","909","Sotorribas",""
"16","207","1973","Tobar (El)","es agregado a","16","035","Beteta",""
"16","208","1973","Tondos","es agregado a","16","078","Cuenca",""
"16","210","1976","Torrecilla","fusionado en","16","909","Sotorribas",""
"16","211","1974","Torrejoncillo del Rey","se le agrega","16","105","Horcajada de la Torre",""
"16","211","1974","Torrejoncillo del Rey","se le agrega","16","256","Villar del Águila",""
"16","211","1974","Torrejoncillo del Rey","se le agrega","16","999","Villas de Naharros",""
"16","214","1971","Tórtola","fusionado en","16","902","Valdetórtola",""
"16","220","1975","Valdecabras","es agregado a","16","078","Cuenca",""
"16","221","1973","Valdecolmenas de Abajo","fusionado en","16","906","Valdecolmenas (Los)",""
"16","222","1973","Valdecolmenas de Arriba","fusionado en","16","906","Valdecolmenas (Los)",""
"16","223","1971","Valdeganga de Cuenca","fusionado en","16","902","Valdetórtola",""
"16","226","1975","Valdemoro del Rey","es agregado a","16","112","Huete",""
"16","229","1972","Valera de Abajo","fusionado en","16","903","Valeras (Las)",""
"16","230","1972","Valeria","fusionado en","16","903","Valeras (Las)",""
"16","232","1971","Valparaíso de Abajo","fusionado en","16","901","Campos del Paraíso",""
"16","233","1971","Valparaíso de Arriba","fusionado en","16","901","Campos del Paraíso",""
"16","235","1974","Valtablado de Beteta","es agregado a","16","035","Beteta",""
"16","241","1972","Verdelpino de Huete","es agregado a","16","112","Huete",""
"16","250","1991","Villanueva de Guadamejud","nombre nuevo de","16","250","Villanueva de Guadamajud",""
"16","252","1977","Villanueva de los Escuderos","es agregado a","16","078","Cuenca",""
"16","256","1974","Villar del Águila","es agregado a","16","211","Torrejoncillo del Rey",""
"16","257","1971","Villar del Horno","fusionado en","16","999","Villas de Naharros",""
"16","260","1976","Villar del Maestre","fusionado en","16","910","Villar y Velasco",""
"16","261","1973","Villar del Saz de Arcas","fusionado en","16","905","Arcas del Villar",""
"16","262","1973","Villar del Saz de Navalón","es agregado a","16","904","Fuentenava de Jábaga",""
"16","263","1972","Villar de Olalla","se le agrega","16","028","Barbalimpia",""
"16","263","1972","Villar de Olalla","se le agrega","16","267","Villarejo Seco",""
"16","267","1972","Villarejo Seco","es agregado a","16","263","Villar de Olalla",""
"16","268","1971","Villarejo-Sobrehuerta","fusionado en","16","999","Villas de Naharros",""
"16","901","1971","Campos del Paraíso","creado por fusión de","16","059","Carrascosa del Campo",""
"16","901","1971","Campos del Paraíso","creado por fusión de","16","120","Loranca del Campo",""
"16","901","1971","Campos del Paraíso","creado por fusión de","16","144","Olmedilla del Campo",""
"16","901","1971","Campos del Paraíso","creado por fusión de","16","232","Valparaíso de Abajo",""
"16","901","1971","Campos del Paraíso","creado por fusión de","16","233","Valparaíso de Arriba",""
"16","902","1971","Valdetórtola","creado por fusión de","16","214","Tórtola",""
"16","902","1971","Valdetórtola","creado por fusión de","16","223","Valdeganga de Cuenca",""
"16","903","1972","Valeras (Las)","creado por fusión de","16","229","Valera de Abajo",""
"16","903","1972","Valeras (Las)","creado por fusión de","16","230","Valeria",""
"16","904","1973","Fuentenava de Jábaga","se le agrega","16","200","Sotoca",""
"16","904","1973","Fuentenava de Jábaga","se le agrega","16","262","Villar del Saz de Navalón",""
"16","904","1972","Fuentenava de Jábaga","creado por fusión de","16","090","Fuentesclaras del Chillarón",""
"16","904","1972","Fuentenava de Jábaga","creado por fusión de","16","114","Jábaga",""
"16","904","1972","Fuentenava de Jábaga","creado por fusión de","16","138","Navalón",""
"16","905","1973","Arcas del Villar","creado por fusión de","16","021","Arcas",""
"16","905","1973","Arcas del Villar","creado por fusión de","16","261","Villar del Saz de Arcas",""
"16","906","1973","Valdecolmenas (Los)","creado por fusión de","16","221","Valdecolmenas de Abajo",""
"16","906","1973","Valdecolmenas (Los)","creado por fusión de","16","222","Valdecolmenas de Arriba",""
"16","907","1983","Almodóvar de Monte-Rey","dividido en","16","017","Almodóvar del Pinar",""
"16","907","1983","Almodóvar de Monte-Rey","dividido en","16","081","Chumillas",""
"16","907","1983","Almodóvar de Monte-Rey","dividido en","16","131","Monteagudo de las Salinas",""
"16","907","1983","Almodóvar de Monte-Rey","dividido en","16","141","Olmeda del Rey",""
"16","907","1983","Almodóvar de Monte-Rey","dividido en","16","199","Solera de Gabaldón",""
"16","907","1974","Almodóvar de Monte-Rey","creado por fusión de","16","017","Almodóvar del Pinar",""
"16","907","1974","Almodóvar de Monte-Rey","creado por fusión de","16","081","Chumillas",""
"16","907","1974","Almodóvar de Monte-Rey","creado por fusión de","16","131","Monteagudo de las Salinas",""
"16","907","1974","Almodóvar de Monte-Rey","creado por fusión de","16","141","Olmeda del Rey",""
"16","907","1974","Almodóvar de Monte-Rey","creado por fusión de","16","199","Solera de Gabaldón",""
"16","908","1975","Pozorrubielos de la Mancha","creado por fusión de","16","168","Pozoseco",""
"16","908","1975","Pozorrubielos de la Mancha","creado por fusión de","16","182","Rubielos Altos",""
"16","908","1975","Pozorrubielos de la Mancha","creado por fusión de","16","183","Rubielos Bajos",""
"16","909","1976","Sotorribas","creado por fusión de","16","075","Collados",""
"16","909","1976","Sotorribas","creado por fusión de","16","178","Ribagorda",""
"16","909","1976","Sotorribas","creado por fusión de","16","179","Ribatajada",""
"16","909","1976","Sotorribas","creado por fusión de","16","180","Ribatajadilla",""
"16","909","1976","Sotorribas","creado por fusión de","16","201","Sotos",""
"16","909","1976","Sotorribas","creado por fusión de","16","210","Torrecilla",""
"16","910","1976","Villar y Velasco","creado por fusión de","16","080","Cuevas de Velasco",""
"16","910","1976","Villar y Velasco","creado por fusión de","16","260","Villar del Maestre",""
"16","999","1974","Villas de Naharros","es agregado a","16","211","Torrejoncillo del Rey",""
"16","999","1971","Villas de Naharros","creado por fusión de","16","136","Naharros",""
"16","999","1971","Villas de Naharros","creado por fusión de","16","257","Villar del Horno",""
"16","999","1971","Villas de Naharros","creado por fusión de","16","268","Villarejo-Sobrehuerta",""
"17","003","1984","Albanyà","nombre nuevo de","17","003","Albañá",""
"17","005","1991","Far d'Empordà (El)","nombre nuevo de","17","005","Alfar",""
"17","007","1983","Amer","se le segrega","17","903","Sant Julià del Llor i Bonmatí",""
"17","009","1984","Arbúcies","nombre nuevo de","17","009","Arbucias",""
"17","011","1984","Armentera (L')","nombre nuevo de","17","011","Armentera",""
"17","012","1984","Avinyonet de Puigventós","nombre nuevo de","17","012","Aviñonet de Puig Ventós",""
"17","013","1984","Begur","nombre nuevo de","17","013","Bagur",""
"17","014","1984","Vajol (La)","nombre nuevo de","17","014","Bajol (La)",""
"17","015","1976","Banyoles","nombre nuevo de","17","015","Bañolas",""
"17","017","1971","Batet","es agregado a","17","114","Olot",""
"17","018","1984","Bellcaire d'Empordà","nombre nuevo de","17","018","Bellcaire",""
"17","022","1983","Bisbal d'Empordà (La)","nombre nuevo de","17","022","Bisbal (La)",""
"17","022","1972","Bisbal (La)","se le agrega","17","045","Castell de Ampurdá",""
"17","028","1984","Brunyola","nombre nuevo de","17","028","Bruñola",""
"17","029","2004","Boadella i les Escaules","nombre nuevo de","17","029","Boadella d'Empordà",""
"17","029","1982","Boadella d'Empordà","nombre nuevo de","17","029","Buadella",""
"17","030","1984","Cabanes","nombre nuevo de","17","030","Cabanas",""
"17","031","1984","Cabanelles","nombre nuevo de","17","031","Cabanellas",""
"17","033","1984","Caldes de Malavella","nombre nuevo de","17","033","Caldas de Malavella",""
"17","037","1984","Campelles","nombre nuevo de","17","037","Campellas",""
"17","038","1984","Campllong","nombre nuevo de","17","038","Campllonch",""
"17","040","1982","Canet d'Adri","nombre nuevo de","17","040","Canet de Adri",""
"17","043","1984","Queralbs","nombre nuevo de","17","043","Caralps",""
"17","045","1972","Castell de Ampurdá","es agregado a","17","022","Bisbal (La)",""
"17","046","1984","Castellfollit de la Roca","nombre nuevo de","17","046","Castellfullit de la Roca",""
"17","047","1984","Castelló d'Empúries","nombre nuevo de","17","047","Castelló de Ampurias",""
"17","048","1984","Castell-Platja d'Aro","nombre nuevo de","17","048","Castillo de Aro",""
"17","052","1984","Siurana","nombre nuevo de","17","052","Ciurana",""
"17","053","1973","Cladells","es agregado a","17","180","Santa Coloma de Farners",""
"17","055","1984","Colomers","nombre nuevo de","17","055","Colomés",""
"17","056","1976","Cornellà del Terri","se le agrega","17","156","San Andrés de Terri",""
"17","057","1984","Corçà","nombre nuevo de","17","057","Corsá",""
"17","059","1974","Cruilles","fusionado en","17","901","Cruilles Monells y San Sadurní",""
"17","062","1984","Escala (L')","nombre nuevo de","17","062","Escala (La)",""
"17","063","1984","Espinelves","nombre nuevo de","17","063","Espinelvas",""
"17","066","1984","Figueres","nombre nuevo de","17","066","Figueras",""
"17","066","1975","Figueras","se le agrega","17","231","Vilatenim",""
"17","067","1984","Flaçà","nombre nuevo de","17","067","Flassá",""
"17","070","1984","Fontanilles","nombre nuevo de","17","070","Fontanillas",""
"17","071","1984","Fontcoberta","nombre nuevo de","17","071","Fontcuberta",""
"17","072","1976","Fonteta","fusionado en","17","902","Forallach",""
"17","076","1984","Garrigoles","nombre nuevo de","17","076","Garrigolas",""
"17","079","1984","Girona","nombre nuevo de","17","079","Gerona",""
"17","079","1983","Gerona","se le segrega","17","155","Salt",""
"17","079","1983","Gerona","se le segrega","17","186","Sarrià de Ter",""
"17","079","1975","Gerona","se le agrega","17","186","Sarriá de Ter",""
"17","079","1974","Gerona","se le agrega","17","155","Salt",""
"17","080","1984","Gombrèn","nombre nuevo de","17","080","Gombreny",""
"17","082","1984","Guils de Cerdanya","nombre nuevo de","17","082","Guils de Cerdaña",""
"17","083","1984","Hostalric","nombre nuevo de","17","083","Hostalrich",""
"17","084","1984","Isòvol","nombre nuevo de","17","084","Isóbol",""
"17","086","1984","Jonquera (La)","nombre nuevo de","17","086","Junquera (La)",""
"17","087","1984","Juià","nombre nuevo de","17","087","Juyá",""
"17","090","1984","Llambilles","nombre nuevo de","17","090","Llambillas",""
"17","091","1984","Llanars","nombre nuevo de","17","091","Llanás",""
"17","092","1984","Llançà","nombre nuevo de","17","092","Llansá",""
"17","096","1991","Llosses (Les)","se le agrega","17","122","Palmerola",""
"17","096","1984","Llosses (Les)","nombre nuevo de","17","096","Llosas (Las)",""
"17","096","1974","Llosas (Las)","se le agrega","17","219","Viladonja",""
"17","097","1984","Madremanya","nombre nuevo de","17","097","Madremaña",""
"17","098","1984","Maià de Montcal","nombre nuevo de","17","098","Mayá de Montcal",""
"17","099","1982","Meranges","nombre nuevo de","17","099","Maranges",""
"17","100","1984","Masarac","nombre nuevo de","17","100","Masarach",""
"17","101","1984","Massanes","nombre nuevo de","17","101","Massanas",""
"17","102","1984","Maçanet de Cabrenys","nombre nuevo de","17","102","Massanet de Cabrenys",""
"17","103","1984","Maçanet de la Selva","nombre nuevo de","17","103","Massanet de la Selva",""
"17","104","1972","Mediñá","es agregado a","17","169","San Julián de Ramis",""
"17","105","1984","Mieres","nombre nuevo de","17","105","Mieras",""
"17","108","1974","Monells","fusionado en","17","901","Cruilles Monells y San Sadurní",""
"17","109","2002","Montagut i Oix","nombre nuevo de","17","109","Montagut",""
"17","109","1972","Montagut","se le agrega","17","113","Oix",""
"17","110","1984","Mont-ras","nombre nuevo de","17","110","Montrás",""
"17","113","1972","Oix","es agregado a","17","109","Montagut",""
"17","114","1971","Olot","se le agrega","17","017","Batet",""
"17","120","1984","Palau-saverdera","nombre nuevo de","17","120","Palau-Sabardera",""
"17","122","1991","Palmerola","es agregado a","17","096","Llosses (Les)",""
"17","123","1984","Palol de Revardit","nombre nuevo de","17","123","Palol de Rebardit",""
"17","125","1984","Pardines","nombre nuevo de","17","125","Pardinas",""
"17","126","1984","Parlavà","nombre nuevo de","17","126","Parlabá",""
"17","127","1974","Parroquia de Ripoll","es agregado a","17","147","Ripoll",""
"17","129","1984","Pedret i Marzà","nombre nuevo de","17","129","Pedret y Marsá",""
"17","131","1976","Peratallada","fusionado en","17","902","Forallach",""
"17","132","1985","Peralada","nombre nuevo de","17","132","Perelada",""
"17","132","1974","Perelada","se le agrega","17","229","Vilanova de la Muga",""
"17","133","1982","Planes d'Hostoles (Les)","nombre nuevo de","17","133","Planas (Las)",""
"17","134","1984","Planoles","nombre nuevo de","17","134","Planolas",""
"17","137","1984","Porqueres","nombre nuevo de","17","137","Porqueras",""
"17","138","1984","Portbou","nombre nuevo de","17","138","Port-Bou",""
"17","139","1984","Preses (Les)","nombre nuevo de","17","139","Presas (Las)",""
"17","140","1984","Port de la Selva (El)","nombre nuevo de","17","140","Puerto de la Selva",""
"17","145","1984","Ribes de Freser","nombre nuevo de","17","145","Ribas de Freser",""
"17","146","1984","Riells i Viabrea","nombre nuevo de","17","146","Riells",""
"17","147","1974","Ripoll","se le agrega","17","127","Parroquia de Ripoll",""
"17","148","1984","Riudarenes","nombre nuevo de","17","148","Riudarenas",""
"17","152","1984","Roses","nombre nuevo de","17","152","Rosas",""
"17","154","1984","Sales de Llierca","nombre nuevo de","17","154","Salas de Llierca",""
"17","155","1983","Salt","segregado de","17","079","Gerona",""
"17","155","1974","Salt","es agregado a","17","079","Gerona",""
"17","156","1976","San Andrés de Terri","es agregado a","17","056","Cornellà del Terri",""
"17","157","1984","Sant Andreu Salou","nombre nuevo de","17","157","San Andrés Salou",""
"17","158","1984","Sant Climent Sescebes","nombre nuevo de","17","158","San Clemente Sasebas",""
"17","159","1984","Sant Feliu de Buixalleu","nombre nuevo de","17","159","San Feliú de Buxalleu",""
"17","160","1984","Sant Feliu de Guíxols","nombre nuevo de","17","160","San Feliú de Guixols",""
"17","161","1984","Sant Feliu de Pallerols","nombre nuevo de","17","161","San Feliú de Pallarols",""
"17","162","1984","Sant Ferriol","nombre nuevo de","17","162","San Ferreol",""
"17","163","1984","Sant Gregori","nombre nuevo de","17","163","San Gregorio",""
"17","164","1984","Sant Hilari Sacalm","nombre nuevo de","17","164","San Hilario Sacalm",""
"17","165","1984","Sant Jaume de Llierca","nombre nuevo de","17","165","San Jaime de Llierca",""
"17","167","1984","Sant Joan de les Abadesses","nombre nuevo de","17","167","San Juan de las Abadesas",""
"17","168","1984","Sant Joan de Mollet","nombre nuevo de","17","168","San Juan de Mollet",""
"17","169","1984","Sant Julià de Ramis","nombre nuevo de","17","169","San Julián de Ramis",""
"17","169","1972","San Julián de Ramis","se le agrega","17","104","Mediñá",""
"17","170","1982","Vallfogona de Ripollès","nombre nuevo de","17","170","San Julián de Vallfogona",""
"17","171","1984","Sant Llorenç de la Muga","nombre nuevo de","17","171","San Lorenzo de la Muga",""
"17","172","1984","Sant Martí de Llémena","nombre nuevo de","17","172","San Martín de Llémana",""
"17","173","1984","Sant Martí Vell","nombre nuevo de","17","173","San Martivell",""
"17","174","1984","Sant Miquel de Campmajor","nombre nuevo de","17","174","San Miguel de Campmajor",""
"17","175","1984","Sant Miquel de Fluvià","nombre nuevo de","17","175","San Miguel de Fluviá",""
"17","176","1984","Sant Mori","nombre nuevo de","17","176","San Mori",""
"17","177","1984","Sant Pau de Seguries","nombre nuevo de","17","177","San Pablo de Seguries",""
"17","178","1984","Sant Pere Pescador","nombre nuevo de","17","178","San Pedro Pescador",""
"17","179","1974","San Sadurní","fusionado en","17","901","Cruilles Monells y San Sadurní",""
"17","180","1973","Santa Coloma de Farners","se le agrega","17","053","Cladells",""
"17","181","1982","Santa Cristina d'Aro","nombre nuevo de","17","181","Santa Cristina de Aro",""
"17","182","1984","Santa Llogaia d'Àlguema","nombre nuevo de","17","182","Santa Leocadia de Algama",""
"17","183","1984","Sant Aniol de Finestres","nombre nuevo de","17","183","Sant Aniol de Finestras",""
"17","185","1984","Sant Joan les Fonts","nombre nuevo de","17","185","San Juan de Fuentes",""
"17","186","1983","Sarrià de Ter","segregado de","17","079","Gerona",""
"17","186","1975","Sarriá de Ter","es agregado a","17","079","Gerona",""
"17","187","2006","Saus, Camallera i Llampaies","nombre nuevo de","17","187","Saus",""
"17","188","1984","Selva de Mar (La)","nombre nuevo de","17","188","Selva de Mar",""
"17","189","1984","Cellera de Ter (La)","nombre nuevo de","17","189","Sellera de Ter (La)",""
"17","190","1984","Serinyà","nombre nuevo de","17","190","Seriñá",""
"17","192","1984","Setcases","nombre nuevo de","17","192","Setcasas",""
"17","195","1984","Tallada d'Empordà (La)","nombre nuevo de","17","195","Tallada (La)",""
"17","196","1984","Terrades","nombre nuevo de","17","196","Terradas",""
"17","201","1982","Toses","nombre nuevo de","17","201","Tosas",""
"17","202","1984","Tossa de Mar","nombre nuevo de","17","202","Tossa",""
"17","205","1984","Ullastret","nombre nuevo de","17","205","Ullestret",""
"17","207","1982","Vall d'en Bas (La)","nombre nuevo de","17","207","Vall de Bas",""
"17","208","1984","Vall de Bianya (La)","nombre nuevo de","17","208","Vall de Vianya",""
"17","213","1984","Vidreres","nombre nuevo de","17","213","Vidreras",""
"17","217","1985","Viladamat","nombre nuevo de","17","217","Vilademat",""
"17","219","1974","Viladonja","es agregado a","17","096","Llosas (Las)",""
"17","222","1984","Vilaür","nombre nuevo de","17","222","Vilahur",""
"17","223","1984","Vilajuïga","nombre nuevo de","17","223","Vilajuiga",""
"17","229","1974","Vilanova de la Muga","es agregado a","17","132","Perelada",""
"17","230","1984","Vila-sacra","nombre nuevo de","17","230","Vilasacra",""
"17","231","1975","Vilatenim","es agregado a","17","066","Figueras",""
"17","233","1984","Vilobí d'Onyar","nombre nuevo de","17","233","Viloví de Oñar",""
"17","234","1984","Biure","nombre nuevo de","17","234","Viure",""
"17","235","1976","Vulpellach","fusionado en","17","902","Forallach",""
"17","901","1985","Cruïlles, Monells i Sant Sadurní de l'Heura","nombre nuevo de","17","901","Cruïlles, Monells y Sant Sadurní",""
"17","901","1974","Cruilles Monells y San Sadurní","creado por fusión de","17","059","Cruilles",""
"17","901","1974","Cruilles Monells y San Sadurní","creado por fusión de","17","108","Monells",""
"17","901","1974","Cruilles Monells y San Sadurní","creado por fusión de","17","179","San Sadurní",""
"17","902","1984","Forallac","nombre nuevo de","17","902","Forallach",""
"17","902","1976","Forallach","creado por fusión de","17","072","Fonteta",""
"17","902","1976","Forallach","creado por fusión de","17","131","Peratallada",""
"17","902","1976","Forallach","creado por fusión de","17","235","Vulpellach",""
"17","903","1983","Sant Julià del Llor i Bonmatí","segregado de","17","007","Amer",""
"18","008","1973","Alcázar y Fregenite","es agregado a","18","147","Orjiva",""
"18","009","1973","Alcudia de Guadix","fusionado en","18","907","Valle del Zalabí",""
"18","013","1974","Alhama de Granada","se le agrega","18","186","Ventas de Zafarraya",""
"18","019","1976","Ambroz","fusionado en","18","911","Vegas del Genil",""
"18","020","1973","Arenas del Rey","se le agrega","18","077","Fornes",""
"18","020","1973","Arenas del Rey","se le agrega","18","106","Játar",""
"18","022","1972","Atarfe","se le agrega","18","041","Caparacena",""
"18","026","1976","Belicena","fusionado en","18","911","Vegas del Genil",""
