"CP1","CM1","Año","Municipio1","Tipo_Cambio","CP2","CM2","Municipio2","Observaciones"
"23","904","1975","Santiago-Pontones","creado por fusión de","23","068","Pontones",""
"23","904","1975","Santiago-Pontones","creado por fusión de","23","078","Santiago de la Espada",""
"23","905","1995","Arroyo del Ojanco","segregado de","23","012","Beas de Segura",""
"24","004","1976","Almanza","se le agrega parte de","24","195","Vega de Almanza (La)",""
"24","004","1974","Almanza","se le agrega","24","035","Canalejas",""
"24","008","1975","Astorga","se le agrega","24","045","Castrillo de los Polvazares",""
"24","013","1980","Barrios de Salas (Los)","es agregado a","24","115","Ponferrada",""
"24","020","1996","Boca de Huérgano","se le agrega parte de","24","111","Pedrosa del Rey",""
"24","035","1974","Canalejas","es agregado a","24","004","Almanza",""
"24","045","1975","Castrillo de los Polvazares","es agregado a","24","008","Astorga",""
"24","048","1976","Castrofuerte","fusionado en","24","902","Villaornate y Castro",""
"24","050","1991","Castrotierra de Valmadrigal","nombre nuevo de","24","050","Castrotierra",""
"24","051","1977","Cea","se le agrega","24","138","Saelices del Río",""
"24","060","1974","Crémenes","se le agrega","24","140","Salamón",""
"24","064","1987","Cubillos del Sil","se le agrega parte de","24","072","Fresnedo",""
"24","072","1987","Fresnedo","es agregado en parte a","24","064","Cubillos del Sil",""
"24","072","1987","Fresnedo","es agregado en parte a","24","169","Toreno",""
"24","075","1980","Galleguillos de Campos","es agregado a","24","139","Sahagún",""
"24","085","1977","Joara","es agregado a","24","139","Sahagún",""
"24","098","1991","Matallana de Torío","nombre nuevo de","24","098","Matallana",""
"24","102","2002","Noceda del Bierzo","nombre nuevo de","24","102","Noceda",""
"24","111","1996","Pedrosa del Rey","es agregado en parte a","24","020","Boca de Huérgano",""
"24","111","1996","Pedrosa del Rey","es agregado en parte a","24","130","Riaño",""
"24","115","1980","Ponferrada","se le agrega","24","013","Barrios de Salas (Los)",""
"24","115","1974","Ponferrada","se le agrega","24","147","San Esteban de Valdueza",""
"24","126","1974","Rabanal del Camino","es agregado a","24","152","Santa Colomba de Somoza",""
"24","128","1976","Renedo de Valdetuéjar","es agregado a","24","183","Valderrueda",""
"24","130","1996","Riaño","se le agrega parte de","24","111","Pedrosa del Rey",""
"24","132","1975","Riello","se le agrega","24","200","Vegarienza",""
"24","138","1977","Saelices del Río","es agregado a","24","051","Cea",""
"24","139","1980","Sahagún","se le agrega","24","075","Galleguillos de Campos",""
"24","139","1977","Sahagún","se le agrega","24","085","Joara",""
"24","140","1974","Salamón","es agregado a","24","060","Crémenes",""
"24","147","1974","San Esteban de Valdueza","es agregado a","24","115","Ponferrada",""
"24","152","1974","Santa Colomba de Somoza","se le agrega","24","126","Rabanal del Camino",""
"24","169","1987","Toreno","se le agrega parte de","24","072","Fresnedo",""
"24","177","1976","Valdelugueros","se le agrega","24","186","Valdeteja",""
"24","183","1976","Valderrueda","se le agrega","24","128","Renedo de Valdetuéjar",""
"24","183","1976","Valderrueda","se le agrega parte de","24","195","Vega de Almanza (La)",""
"24","186","1976","Valdeteja","es agregado a","24","177","Valdelugueros",""
"24","192","1973","Valle de Finolledo","es agregado a","24","196","Vega de Espinareda",""
"24","195","1976","Vega de Almanza (La)","es agregado en parte a","24","004","Almanza",""
"24","195","1976","Vega de Almanza (La)","es agregado en parte a","24","183","Valderrueda",""
"24","196","1973","Vega de Espinareda","se le agrega","24","192","Valle de Finolledo",""
"24","200","1975","Vegarienza","es agregado a","24","132","Riello",""
"24","204","1976","Villace","es agregado a","24","212","Villamañán",""
"24","206","2010","Toral de los Vados","nombre nuevo de","24","206","Villadecanes",""
"24","208","1975","Villafer","es agregado a","24","221","Villaquejida",""
"24","212","1976","Villamañán","se le agrega","24","204","Villace",""
"24","219","1995","Villaobispo de Otero","nombre nuevo de","24","219","Villaobispo",""
"24","220","1976","Villaornate","fusionado en","24","902","Villaornate y Castro",""
"24","221","1975","Villaquejida","se le agrega","24","208","Villafer",""
"24","901","1975","Villamanín","nombre nuevo de","24","135","Rodiezmo","No es nuevo, sólo cambia el nombre"
"24","902","1976","Villaornate y Castro","creado por fusión de","24","048","Castrofuerte",""
"24","902","1976","Villaornate y Castro","creado por fusión de","24","220","Villaornate",""
"25","004","1984","Alamús (Els)","nombre nuevo de","25","004","Alamús",""
"25","005","1984","Alàs i Cerc","nombre nuevo de","25","005","Alás-Serch",""
"25","006","1984","Albagés (L')","nombre nuevo de","25","006","Albagés",""
"25","007","1984","Albatàrrec","nombre nuevo de","25","007","Albatarrech",""
"25","009","1984","Albi (L')","nombre nuevo de","25","009","Albí",""
"25","018","1972","Aliñá","fusionado en","25","908","Figols y Aliñá",""
"25","019","1984","Almacelles","nombre nuevo de","25","019","Almacellas",""
"25","023","1991","Alpicat","se le segrega","25","912","Gimenells i el Pla de la Font",""
"25","024","1984","Alt Àneu","nombre nuevo de","25","024","Alto Aneu",""
"25","025","1984","Naut Aran","nombre nuevo de","25","025","Alto Arán",""
"25","026","1976","Altrón","es agregado a","25","209","Sort",""
"25","028","1974","Arañó","fusionado en","25","911","Plans d'El Sió",""
"25","030","1984","Pont de Bar (El)","nombre nuevo de","25","030","Aristot-Toloríu",""
"25","032","1984","Arsèguel","nombre nuevo de","25","032","Arseguell",""
"25","033","1984","Artesa de Lleida","nombre nuevo de","25","033","Artesa de Lérida",""
"25","034","1971","Artesa de Segre","se le agrega","25","235","Tudela del Segre",""
"25","035","1984","Sentiu de Sió (La)","nombre nuevo de","25","035","Asentiú",""
"25","037","1984","Avellanes i Santa Linya (Les)","nombre nuevo de","25","037","Avellanes-Santa Liña",""
"25","038","1984","Aitona","nombre nuevo de","25","038","Aytona",""
"25","042","1984","Baronia de Rialb (La)","nombre nuevo de","25","042","Baronía de Rialp",""
"25","043","1996","Vall de Boí (La)","nombre nuevo de","25","043","Barruera",""
"25","044","1984","Bassella","nombre nuevo de","25","044","Basella",""
"25","047","1984","Bellcaire d'Urgell","nombre nuevo de","25","047","Bellcaire de Urgel",""
"25","048","1982","Bell-lloc d'Urgell","nombre nuevo de","25","048","Bell-Lloch",""
"25","049","1984","Bellmunt d'Urgell","nombre nuevo de","25","049","Bellmunt",""
"25","051","1997","Bellver de Cerdanya","se le segrega","25","913","Riu de Cerdanya",""
"25","051","1984","Bellver de Cerdanya","nombre nuevo de","25","051","Bellver de Cerdaña",""
"25","051","1973","Bellver de Cerdaña","se le agrega","25","187","Riu",""
"25","053","1982","Benavent de Segrià","nombre nuevo de","25","053","Benavent de Lérida",""
"25","054","1972","Benés","es agregado a","25","201","Sarroca de Bellera",""
"25","056","1982","Bovera","nombre nuevo de","25","056","Bobera",""
"25","057","1984","Bòrdes (Es)","nombre nuevo de","25","057","Bordas (Las)",""
"25","058","1984","Borges Blanques (Les)","nombre nuevo de","25","058","Borjas Blancas",""
"25","059","1984","Bossòst","nombre nuevo de","25","059","Bosost",""
"25","062","1984","Camarasa","nombre nuevo de","25","062","Camarasa-Fontllonga",""
"25","065","1972","Castellás","fusionado en","25","906","Valls d'Aguilar",""
"25","066","1971","Castellciutat","es agregado a","25","203","Seo de Urgel",""
"25","069","1984","Castelló de Farfanya","nombre nuevo de","25","069","Castelló de Farfaña",""
"25","072","1972","Cervera","se le agrega","25","178","Preñanosa",""
"25","073","1983","Cervià de les Garrigues","nombre nuevo de","25","073","Cerviá",""
"25","075","1982","Clariana de Cardener","nombre nuevo de","25","075","Clariana",""
"25","076","1984","Cogul (El)","nombre nuevo de","25","076","Cogull",""
"25","080","1971","Escaló","fusionado en","25","903","Guingueta (La)",""
"25","081","1984","Espluga Calba (L')","nombre nuevo de","25","081","Espluga Calva",""
"25","083","1972","Estach","es agregado a","25","208","Soriguera",""
"25","084","1971","Estahón","fusionado en","25","901","Vall de Cardós",""
"25","086","1984","Esterri d'Àneu","nombre nuevo de","25","086","Esterri de Aneu",""
"25","088","1984","Estamariu","nombre nuevo de","25","088","Estimaríu",""
"25","090","1972","Figols de Orgañá","fusionado en","25","908","Figols y Aliñá",""
"25","091","1972","Florejachs","fusionado en","25","907","Torreflor",""
"25","092","1984","Floresta (La)","nombre nuevo de","25","092","Floresta",""
"25","095","1973","Fornols","fusionado en","25","909","Vansa-Fornols (La)",""
"25","096","1984","Fuliola (La)","nombre nuevo de","25","096","Fuliola",""
"25","098","1984","Gavet de la Conca","nombre nuevo de","25","098","Gabet de la Conca",""
"25","101","1982","Granadella (La)","nombre nuevo de","25","101","Granadella",""
"25","102","1984","Granja d'Escarp (La)","nombre nuevo de","25","102","Granja de Escarpe",""
"25","103","1984","Granyanella","nombre nuevo de","25","103","Grañanella",""
"25","104","1982","Granyena de Segarra","nombre nuevo de","25","104","Grañena",""
"25","105","1984","Granyena de les Garrigues","nombre nuevo de","25","105","Grañena de las Garrigas",""
"25","106","1972","Guardia de Arés (La)","fusionado en","25","906","Valls d'Aguilar",""
"25","107","1971","Guardia de Tremp","fusionado en","25","904","Castell de Mur",""
"25","108","1972","Guils","es agregado a","25","140","Montferrer-Castellbó",""
"25","110","1984","Guissona","nombre nuevo de","25","110","Guisona",""
"25","111","1984","Guixers","nombre nuevo de","25","111","Guixes",""
"25","112","1982","Ivars de Noguera","nombre nuevo de","25","112","Ibars de Noguera",""
"25","113","1984","Ivars d'Urgell","nombre nuevo de","25","113","Ibars de Urgel",""
"25","114","1984","Ivorra","nombre nuevo de","25","114","Iborra",""
"25","115","1984","Isona i Conca Dellà","nombre nuevo de","25","115","Isona y Conca d'Alla",""
"25","116","1973","Josa del Cadí","fusionado en","25","910","Josa-Tuixent",""
"25","117","1971","Jou","fusionado en","25","903","Guingueta (La)",""
"25","120","1984","Lleida","nombre nuevo de","25","120","Lérida",""
"25","122","1984","Linyola","nombre nuevo de","25","122","Liñola",""
"25","127","1994","Lles de Cerdanya","nombre nuevo de","25","127","Lles",""
"25","129","1985","Llobera","nombre nuevo de","25","129","Llovera",""
"25","131","1984","Massalcoreig","nombre nuevo de","25","131","Masalcorreig",""
"25","132","1984","Massoteres","nombre nuevo de","25","132","Masoteras",""
"25","133","1982","Maials","nombre nuevo de","25","133","Mayals",""
"25","136","1984","Molsosa (La)","nombre nuevo de","25","136","Molsosa",""
"25","137","1982","Mollerussa","nombre nuevo de","25","137","Mollerusa",""
"25","138","1984","Montgai","nombre nuevo de","25","138","Mongay",""
"25","139","1984","Montellà i Martinet","nombre nuevo de","25","139","Montellá-Martinet",""
"25","140","1984","Montferrer i Castellbò","nombre nuevo de","25","140","Montferrer-Castellbó",""
"25","140","1972","Montferrer-Castellbó","se le agrega","25","108","Guils",""
"25","140","1972","Montferrer-Castellbó","se le agrega","25","162","Palleróls",""
"25","141","1984","Montoliu de Segarra","nombre nuevo de","25","141","Montolíu de Cervera",""
"25","142","1984","Montoliu de Lleida","nombre nuevo de","25","142","Montoliu",""
"25","143","1983","Montornès de Segarra","nombre nuevo de","25","143","Montornés",""
"25","144","1971","Mur","fusionado en","25","904","Castell de Mur",""
"25","145","1984","Nalec","nombre nuevo de","25","145","Nalech",""
"25","147","1972","Novés de Segre","fusionado en","25","906","Valls d'Aguilar",""
"25","152","1984","Oluges (Les)","nombre nuevo de","25","152","Olujas",""
"25","153","1984","Omellons (Els)","nombre nuevo de","25","153","Omellóns",""
"25","154","1984","Omells de na Gaia (Els)","nombre nuevo de","25","154","Omélls de Nagaya",""
"25","155","1984","Organyà","nombre nuevo de","25","155","Orgaña",""
"25","158","1984","Palau d'Anglesola (El)","nombre nuevo de","25","158","Palau de Anglesola",""
"25","159","1971","Palau de Noguera","es agregado a","25","234","Tremp",""
"25","160","1974","Pallargas","fusionado en","25","911","Plans d'El Sió",""
"25","161","1995","Conca de Dalt","nombre nuevo de","25","161","Pallars Jussá",""
"25","162","1972","Palleróls","es agregado a","25","140","Montferrer-Castellbó",""
"25","163","1984","Coma i la Pedra (La)","nombre nuevo de","25","163","Pedrá y Coma",""
"25","164","1984","Penelles","nombre nuevo de","25","164","Penellas",""
"25","166","1984","Pinell de Solsonès","nombre nuevo de","25","166","Pinell",""
"25","168","1984","Poal (El)","nombre nuevo de","25","168","Poal",""
"25","169","1984","Pobla de Cérvoles (La)","nombre nuevo de","25","169","Pobla de Ciérvoles",""
"25","170","1983","Bellaguarda","nombre nuevo de","25","170","Pobla de la Granadell",""
"25","171","1984","Pobla de Segur (La)","nombre nuevo de","25","171","Pobla de Segur",""
"25","172","1984","Ponts","nombre nuevo de","25","172","Pons",""
"25","173","1984","Pont de Suert (El)","nombre nuevo de","25","173","Pont de Suert",""
"25","174","1984","Portella (La)","nombre nuevo de","25","174","Portella",""
"25","175","1984","Prats i Sansor","nombre nuevo de","25","175","Prats y Sampsor",""
"25","178","1972","Preñanosa","es agregado a","25","072","Cervera",""
"25","180","1984","Puiggròs","nombre nuevo de","25","180","Puig-Gros",""
"25","181","1984","Puigverd d'Agramunt","nombre nuevo de","25","181","Puigvert de Agramunt",""
"25","182","1984","Puigverd de Lleida","nombre nuevo de","25","182","Puigvert de Lérida",""
"25","184","1971","Ribera de Cardós","fusionado en","25","901","Vall de Cardós",""
"25","185","1984","Ribera d'Urgellet","nombre nuevo de","25","185","Ribera de Urgellet",""
"25","187","1973","Riu","es agregado a","25","051","Bellver de Cerdaña",""
"25","188","1971","Rocafort de Vallbona","fusionado en","25","902","Sant Martí de Río Corb",""
"25","189","1984","Rosselló","nombre nuevo de","25","189","Roselló",""
"25","190","1984","Salàs de Pallars","nombre nuevo de","25","190","Salás del Pallars",""
"25","191","1984","Sanaüja","nombre nuevo de","25","191","Sanahuja",""
"25","192","1984","Sant Guim de Freixenet","nombre nuevo de","25","192","San Guim de Freixanet",""
"25","193","1984","Sant Llorenç de Morunys","nombre nuevo de","25","193","San Lorenzo de Morunys",""
"25","194","1984","Sant Ramon","nombre nuevo de","25","194","San Ramón",""
"25","195","1971","Sant Antolí y Vilanova","fusionado en","25","905","Ribera del Dondara",""
"25","198","1971","Sant Martí de Maldá","fusionado en","25","902","Sant Martí de Río Corb",""
"25","199","1971","Sant Pere dels Arquells","fusionado en","25","905","Ribera del Dondara",""
"25","200","1984","Sarroca de Lleida","nombre nuevo de","25","200","Sarroca",""
"25","201","1972","Sarroca de Bellera","se le agrega","25","054","Benés",""
"25","203","1984","Seu d'Urgell (La)","nombre nuevo de","25","203","Seo de Urgel",""
"25","203","1971","Seo de Urgel","se le agrega","25","066","Castellciutat",""
"25","205","1984","Sidamon","nombre nuevo de","25","205","Sidamunt",""
"25","206","1984","Soleràs (El)","nombre nuevo de","25","206","Solerás",""
"25","208","1972","Soriguera","se le agrega","25","083","Estach",""
"25","209","1976","Sort","se le agrega","25","026","Altrón",""
"25","212","1984","Sunyer","nombre nuevo de","25","212","Suñé",""
"25","213","1971","Suterraña","es agregado a","25","234","Tremp",""
"25","214","1972","Tahús","fusionado en","25","906","Valls d'Aguilar",""
"25","219","1984","Tarroja de Segarra","nombre nuevo de","25","219","Tarroja",""
"25","224","1984","Torms (Els)","nombre nuevo de","25","224","Torms",""
"25","226","1982","Torrebesses","nombre nuevo de","25","226","Torrebeses",""
"25","227","1984","Torre de Cabdella (La)","nombre nuevo de","25","227","Torre de Capdella",""
"25","229","1972","Torrefeta","fusionado en","25","907","Torreflor",""
"25","230","1984","Torregrossa","nombre nuevo de","25","230","Torregrosa",""
"25","231","1984","Torrelameu","nombre nuevo de","25","231","Torrelameo",""
"25","233","1985","Torre-serona","nombre nuevo de","25","233","Torreserona",""
"25","234","1971","Tremp","se le agrega","25","159","Palau de Noguera",""
"25","234","1971","Tremp","se le agrega","25","213","Suterraña",""
"25","234","1971","Tremp","se le agrega","25","246","Vilamitjana",""
"25","235","1971","Tudela del Segre","es agregado a","25","034","Artesa de Segre",""
"25","236","1973","Tuixent","fusionado en","25","910","Josa-Tuixent",""
"25","237","1971","Unarre","fusionado en","25","903","Guingueta (La)",""
"25","238","1984","Vallbona de les Monges","nombre nuevo de","25","238","Vallbona de las Monjas",""
"25","239","1984","Valls de Valira (Les)","nombre nuevo de","25","239","Valles del Valira",""
"25","241","1973","Vansa (La)","fusionado en","25","909","Vansa-Fornols (La)",""
"25","243","1984","Vielha e Mijaran","nombre nuevo de","25","243","Viella-Mitg-Arán",""
"25","244","1984","Vilagrassa","nombre nuevo de","25","244","Vilagrasa",""
"25","246","1971","Vilamitjana","es agregado a","25","234","Tremp",""
"25","249","1984","Vilanova de l'Aguda","nombre nuevo de","25","249","Vilanova de la Aguda",""
"25","250","1984","Vilanova de Meià","nombre nuevo de","25","250","Vilanova de Meyá",""
"25","252","1984","Vila-sana","nombre nuevo de","25","252","Vilasana",""
"25","253","1984","Vilosell (El)","nombre nuevo de","25","253","Vilosell",""
"25","254","1984","Vilanova de la Barca","nombre nuevo de","25","254","Villanueva de la Barca",""
"25","901","1971","Vall de Cardós","creado por fusión de","25","084","Estahón",""
"25","901","1971","Vall de Cardós","creado por fusión de","25","184","Ribera de Cardós",""
"25","902","1984","Sant Martí de Riucorb","nombre nuevo de","25","902","Sant Martí de Río Corb",""
"25","902","1971","Sant Martí de Río Corb","creado por fusión de","25","188","Rocafort de Vallbona",""
"25","902","1971","Sant Martí de Río Corb","creado por fusión de","25","198","Sant Martí de Maldá",""
"25","903","1984","Guingueta d'Àneu (La)","nombre nuevo de","25","903","Guingueta (La)",""
"25","903","1971","Guingueta (La)","creado por fusión de","25","080","Escaló",""
"25","903","1971","Guingueta (La)","creado por fusión de","25","117","Jou",""
"25","903","1971","Guingueta (La)","creado por fusión de","25","237","Unarre",""
"25","904","1971","Castell de Mur","creado por fusión de","25","107","Guardia de Tremp",""
"25","904","1971","Castell de Mur","creado por fusión de","25","144","Mur",""
"25","905","1984","Ribera d'Ondara","nombre nuevo de","25","905","Ribera del Dondara",""
"25","905","1971","Ribera del Dondara","creado por fusión de","25","195","Sant Antolí y Vilanova",""
"25","905","1971","Ribera del Dondara","creado por fusión de","25","199","Sant Pere dels Arquells",""
"25","906","1984","Valls d'Aguilar (Les)","nombre nuevo de","25","906","Valls d'Aguilar",""
"25","906","1972","Valls d'Aguilar","creado por fusión de","25","065","Castellás",""
"25","906","1972","Valls d'Aguilar","creado por fusión de","25","106","Guardia de Arés (La)",""
"25","906","1972","Valls d'Aguilar","creado por fusión de","25","147","Novés de Segre",""
"25","906","1972","Valls d'Aguilar","creado por fusión de","25","214","Tahús",""
"25","907","1994","Torrefeta i Florejacs","nombre nuevo de","25","907","Torreflor",""
"25","907","1972","Torreflor","creado por fusión de","25","091","Florejachs",""
"25","907","1972","Torreflor","creado por fusión de","25","229","Torrefeta",""
"25","908","1984","Fígols i Alinyà","nombre nuevo de","25","908","Figols y Aliñá",""
"25","908","1972","Figols y Aliñá","creado por fusión de","25","018","Aliñá",""
"25","908","1972","Figols y Aliñá","creado por fusión de","25","090","Figols de Orgañá",""
"25","909","1984","Vansa i Fórnols (La)","nombre nuevo de","25","909","Vansa-Fornols (La)",""
"25","909","1973","Vansa-Fornols (La)","creado por fusión de","25","095","Fornols",""
"25","909","1973","Vansa-Fornols (La)","creado por fusión de","25","241","Vansa (La)",""
"25","910","1984","Josa i Tuixén","nombre nuevo de","25","910","Josa-Tuixent",""
"25","910","1973","Josa-Tuixent","creado por fusión de","25","116","Josa del Cadí",""
"25","910","1973","Josa-Tuixent","creado por fusión de","25","236","Tuixent",""
"25","911","1984","Plans de Sió (Els)","nombre nuevo de","25","911","Plans d'El Sió",""
"25","911","1974","Plans d'El Sió","creado por fusión de","25","028","Arañó",""
"25","911","1974","Plans d'El Sió","creado por fusión de","25","160","Pallargas",""
"25","912","1991","Gimenells i el Pla de la Font","segregado de","25","023","Alpicat",""
"25","913","1997","Riu de Cerdanya","segregado de","25","051","Bellver de Cerdanya",""
"26","004","2008","Ajamil de Cameros","nombre nuevo de","26","004","Ajamil",""
"26","004","1972","Ajamil","se le agrega","26","085","Larriba",""
"26","018","1975","Arnedo","se le agrega","26","159","Turruncún",""
"26","058","1977","Enciso","se le agrega","26","116","Poyales",""
"26","083","1975","Lagunilla del Jubera","se le agrega","26","182","Zenzano",""
"26","085","1972","Larriba","es agregado a","26","004","Ajamil",""
"26","090","1971","Luezas","es agregado a","26","146","Soto en Cameros",""
"26","093","1991","Mansilla de la Sierra","nombre nuevo de","26","093","Mansilla",""
"26","097","1974","Montalbo en Cameros","es agregado a","26","132","San Román de Cameros",""
"26","098","1974","Munilla","se le agrega","26","133","Santa (La)",""
"26","112","1991","Ortigosa de Cameros","nombre nuevo de","26","112","Ortigosa",""
"26","116","1977","Poyales","es agregado a","26","058","Enciso",""
"26","122","1995","Rasillo de Cameros (El)","nombre nuevo de","26","122","Rasillo (El)",""
"26","132","1974","San Román de Cameros","se le agrega","26","097","Montalbo en Cameros",""
"26","132","1972","San Román de Cameros","se le agrega","26","137","Santa María de Cameros",""
"26","133","1974","Santa (La)","es agregado a","26","098","Munilla",""
"26","137","1972","Santa María de Cameros","es agregado a","26","132","San Román de Cameros",""
"26","140","1991","Santurde de Rioja","nombre nuevo de","26","140","Santurde",""
"26","146","1978","Soto en Cameros","se le agrega","26","156","Trevijano",""
"26","146","1971","Soto en Cameros","se le agrega","26","090","Luezas",""
"26","156","1978","Trevijano","es agregado a","26","146","Soto en Cameros",""
"26","159","1975","Turruncún","es agregado a","26","018","Arnedo",""
"26","182","1975","Zenzano","es agregado a","26","083","Lagunilla del Jubera",""
"27","010","1984","Castro de Rei","nombre nuevo de","27","010","Castro de Rey",""
"27","013","1994","Cervo","se le segrega","27","902","Burela",""
"27","014","1985","Corgo (O)","nombre nuevo de","27","014","Corgo",""
"27","017","1985","Folgoso do Courel","nombre nuevo de","27","017","Folgoso de Caurel",""
"27","018","1984","Fonsagrada (A)","nombre nuevo de","27","018","Fonsagrada",""
"27","021","1985","Xermade","nombre nuevo de","27","021","Germade",""
"27","023","1985","Guntín","nombre nuevo de","27","023","Guntín de Pallares",""
"27","023","1976","Guntín de Pallares","nombre nuevo de","27","023","Guntín",""
"27","024","1985","Incio (O)","nombre nuevo de","27","024","Incio",""
"27","025","1985","Xove","nombre nuevo de","27","025","Jové",""
"27","027","1985","Lourenzá","nombre nuevo de","27","027","Lorenzana",""
"27","037","1985","Nogais (As)","nombre nuevo de","27","037","Nogales (Los)",""
"27","038","1985","Ourol","nombre nuevo de","27","038","Orol",""
"27","039","1985","Outeiro de Rei","nombre nuevo de","27","039","Otero de Rey",""
"27","040","1984","Palas de Rei","nombre nuevo de","27","040","Palas de Rey",""
"27","043","1985","Páramo (O)","nombre nuevo de","27","043","Páramo",""
"27","044","1985","Pastoriza (A)","nombre nuevo de","27","044","Pastoriza",""
"27","045","1985","Pedrafita do Cebreiro","nombre nuevo de","27","045","Piedrafita",""
"27","047","1994","Pobra do Brollón (A)","nombre nuevo de","27","047","Puebla del Brollón",""
"27","048","1984","Pontenova (A)","nombre nuevo de","27","048","Puente Nuevo-Villaodriz",""
"27","049","1985","Portomarín","nombre nuevo de","27","049","Puertomarín",""
"27","053","1985","Ribeira de Piquín","nombre nuevo de","27","053","Ribera de Piquín",""
"27","058","1985","Saviñao (O)","nombre nuevo de","27","058","Saviñao",""
"27","063","1985","Valadouro (O)","nombre nuevo de","27","063","Valle de Oro",""
"27","064","1985","Vicedo (O)","nombre nuevo de","27","064","Vicedo",""
"27","065","1984","Vilalba","nombre nuevo de","27","065","Villalba",""
"27","066","1982","Viveiro","nombre nuevo de","27","066","Vivero",""
"27","901","1975","Baralla","nombre nuevo de","27","036","Neira de Jusá","No es nuevo, sólo cambia el nombre"
"27","902","1994","Burela","segregado de","27","013","Cervo",""
"28","014","1991","Arganda del Rey","nombre nuevo de","28","014","Arganda",""
"28","023","1981","Boalo (El)","nombre nuevo de","28","023","Boalo",""
"28","045","1991","Colmenar Viejo","se le segrega","28","903","Tres Cantos",""
"28","047","1981","Collado Villalba","nombre nuevo de","28","047","Collado-Villalba",""
"28","050","1991","Cubas de la Sagra","nombre nuevo de","28","050","Cubas",""
"28","063","2000","Gargantilla del Lozoya y Pinilla de Buitrago","nombre nuevo de","28","063","Gargantilla del Lozoya",""
"28","070","2009","Horcajo de la Sierra-Aoslos","nombre nuevo de","28","070","Horcajo de la Sierra",""
"28","077","1973","Lozoyuela","fusionado en","28","901","Lozoyuela-Navas-Sieteiglesias",""
"28","081","1975","Manjirón","fusionado en","28","902","Puentes Viejas",""
"28","097","1998","Navarredonda y San Mamés","nombre nuevo de","28","097","Navarredonda",""
"28","098","1973","Navas de Buitrago (Las)","fusionado en","28","901","Lozoyuela-Navas-Sieteiglesias",""
"28","102","1991","Orusco de Tajuña","nombre nuevo de","28","102","Orusco",""
"28","103","1975","Oteruelo del Valle","es agregado a","28","120","Rascafría",""
"28","105","1975","Paredes de Buitrago","fusionado en","28","902","Puentes Viejas",""
"28","114","1999","Piñuécar-Gandullas","nombre nuevo de","28","114","Piñuécar",""
"28","120","1975","Rascafría","se le agrega","28","103","Oteruelo del Valle",""
"28","131","1988","San Lorenzo de El Escorial","nombre nuevo de","28","131","San Lorenzo del Escorial",""
"28","139","1975","Serrada de la Fuente","fusionado en","28","902","Puentes Viejas",""
"28","142","1973","Sieteiglesias","fusionado en","28","901","Lozoyuela-Navas-Sieteiglesias",""
"28","162","1996","Valdeolmos-Alalpardo","nombre nuevo de","28","162","Valdeolmos",""
"28","901","1973","Lozoyuela-Navas-Sieteiglesias","creado por fusión de","28","077","Lozoyuela",""
"28","901","1973","Lozoyuela-Navas-Sieteiglesias","creado por fusión de","28","098","Navas de Buitrago (Las)",""
"28","901","1973","Lozoyuela-Navas-Sieteiglesias","creado por fusión de","28","142","Sieteiglesias",""
"28","902","1975","Puentes Viejas","creado por fusión de","28","081","Manjirón",""
"28","902","1975","Puentes Viejas","creado por fusión de","28","105","Paredes de Buitrago",""
"28","902","1975","Puentes Viejas","creado por fusión de","28","139","Serrada de la Fuente",""
"28","903","1991","Tres Cantos","segregado de","28","045","Colmenar Viejo",""
"29","015","2010","Antequera","se le segrega","29","902","Villanueva de la Concepción",""
"29","032","1975","Campillos","se le agrega","29","078","Peñarrubia",""
"29","067","1988","Málaga","se le segrega","29","901","Torremolinos",""
"29","078","1975","Peñarrubia","es agregado a","29","032","Campillos",""
"29","901","1988","Torremolinos","segregado de","29","067","Málaga",""
"29","902","2010","Villanueva de la Concepción","segregado de","29","015","Antequera",""
"30","021","1995","Fuente-Álamo de Murcia","nombre nuevo de","30","021","Fuente-Álamo",""
"30","030","1978","Murcia","se le segrega","30","901","Santomera",""
"30","035","1989","San Javier","parte se fusiona en","30","902","Alcázares (Los)",""
"30","037","1989","Torre-Pacheco","parte se fusiona en","30","902","Alcázares (Los)",""
"30","901","1978","Santomera","segregado de","30","030","Murcia",""
"30","902","1989","Alcázares (Los)","creado por fusión de parte de","30","035","San Javier",""
"30","902","1989","Alcázares (Los)","creado por fusión de parte de","30","037","Torre-Pacheco",""
"31","002","2011","Abárzuza/Abartzuza","nombre nuevo de","31","002","Abárzuza",""
"31","003","1989","Abaurregaina/Abaurrea Alta","nombre nuevo de","31","003","Abaurrea Alta",""
"31","004","1989","Abaurrepea/Abaurrea Baja","nombre nuevo de","31","004","Abaurrea Baja",""
"31","009","1999","Aibar/Oibar","nombre nuevo de","31","009","Aibar",""
"31","010","1989","Altsasu/Alsasua","nombre nuevo de","31","010","Alsasua",""
"31","011","2011","Allín/Allin","nombre nuevo de","31","011","Allín",""
"31","014","2009","Ancín/Antzi","nombre nuevo de","31","014","Ancín",""
"31","016","2009","Ansoáin/Antsoain","nombre nuevo de","31","016","Ansoáin",""
"31","016","1991","Ansoáin","se le segrega","31","902","Berrioplano",""
"31","016","1991","Ansoáin","se le segrega","31","903","Berriozar",""
"31","019","1994","Aoiz/Agoitz","nombre nuevo de","31","019","Aoiz",""
"31","020","1989","Araitz","nombre nuevo de","31","020","Araiz",""
